Tweet,Target,Stance
"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST",hillary clinton,2
#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016 #SemST,hillary clinton,0
"@seanhannity we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences  #SemST",hillary clinton,0
@adamplevy @maggieNYT @danmericaCNN The people came to see & hear Hillary not the Press obstructing their view #SemST,hillary clinton,0
"@kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate. #SemST",hillary clinton,2
@HillaryClinton @ca_hillary stand on the right side #SemST,hillary clinton,1
"#Democrats and #Obama reduce OUR Army by 40,000   MEANWHILE   Has increased IRS to 100,000  #HillaryClinton #Hillary #SemST",hillary clinton,0
I will be there when your little tree has run out of smell. #ThatChampion #SemST,hillary clinton,2
"The federal government did not create the states, the states created the federal government. Ronald Reagan #Federalism #SemST",hillary clinton,0
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST,hillary clinton,1
@HomeOfUncleSam @ScotsFyre @RWNutjob1 @SA_Hartdegen She's too old to understand the internet...that she can be fact checked.,hillary clinton,0
"@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary clinton,0
Lets take back our country! Whos with me? No more Democrats!2016,hillary clinton,0
@jhewitt1280 @SpeakerBoehner @HouseBenghazi @TGowdySC What her emails? They released the rest all very boring. #SemST,hillary clinton,0
RT @ZerlinaMaxwell: Huge cheer for universal child care and early childhood education. #SemST,hillary clinton,2
Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol #imreadyforhillary #SemST,hillary clinton,1
"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice #SemST",hillary clinton,0
"@GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling! #SemST",hillary clinton,2
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks #SemST",hillary clinton,0
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters! #SemST,hillary clinton,1
Don't get it twisted. A major presidential candidate using her first policy speech to talk about mass incarcertaion. #SemST,hillary clinton,0
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT #SemST,hillary clinton,0
#AskPOTUS Would you fire the #GOP congress for not doing their job if you could? #GOPFail #SemST,hillary clinton,0
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot #SemST,hillary clinton,0
"@Chairmnoomowmow @DrMartyFox I'm on team ""Anyone other than Hillary #SemST",hillary clinton,0
@jschau11 wow!!! i can halp too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140  #USARULES...#ILOVETHIS #(:) #SemST,hillary clinton,2
"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou #SemST",hillary clinton,1
"@TGowdySC Your committee has NOTHING!, 4 other committees found NOTHING! UR wasting our money on a witch hunt. #HillaryClinton #SemST",hillary clinton,1
@Jami_USA I'm just hoping we don't have to resurrect the no H8 for Hillary's second term. #SemST,hillary clinton,0
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary #SemST,hillary clinton,1
@kwrcrow Probably for the same reason bho has not ...& @SpeakerBoehner is one of them @GOP @HouseGOP @seanhannity  #StopBush #SemST,hillary clinton,2
"@DaGodfather907 @NahBabyNah If Jebb is our candidate, we will hand Hillary the keys to 1600?Penn Ave. #WakeUpAmerica #SemST",hillary clinton,0
A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary #SemST,hillary clinton,0
@HillaryClinton great job on @CNN interview today.  Fuck stupid MSM. Go #SemST,hillary clinton,1
@Froquesha u get me that book yea?  #SemST,hillary clinton,2
"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE! #SemST",hillary clinton,2
@JDSon78 @AndrewBroering AndrewWhyDoYouCareAboutWhatIThink? I DidNotRealizeThatIWasThisImportant. SirTweet AndrewIsAPaidTroll #SemST,hillary clinton,0
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET #SemST",hillary clinton,0
"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails. #SemST",hillary clinton,0
"@FoxNews report shows U.S. State Department cannot locate 15 of Hillary Clinton's Private Emails.  Not so fast, Hillary! #SemST",hillary clinton,0
Just ordered my Chillary Clinton Koozies. Gotta support the team. #SemST,hillary clinton,0
During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again #SemST,hillary clinton,0
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.  #SemST,hillary clinton,2
"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol #SemST",hillary clinton,0
@csham21 @EstadodeSats Thank you so much for supportive #Freedom4Cuba RTs! #WakeUpAmerica #Cuba #TodosMarchamos #SemST,hillary clinton,2
The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST,hillary clinton,0
"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. #FeeltheBern #SemST",hillary clinton,1
@HlLLARY @ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!! #SemST,hillary clinton,0
Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD #SemST,hillary clinton,1
@politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST,hillary clinton,0
@HillaryClinton is opening 10 more offices in Iowa this week.  She's not playing around! #iacaucus #SemST,hillary clinton,0
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent! #SemST",hillary clinton,1
Free and Equal in dignity and rights. #SemST,hillary clinton,2
I'm going to miss the 5pm interview so I'm depending on you all to live tweet it. Haha #SemST,hillary clinton,2
"I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton #SemST",hillary clinton,1
Madam President Clinton; you have all the gays vote. #jarrid #SemST,hillary clinton,1
@LibtardLimbaugh @Mex38Tex @NRO Thanks so much for this article! #SemST,hillary clinton,2
@KoriWasinger @JButtawipo she also voted for the Iraq war and was responsible for gathering @TheDemocrats votes to support it. #SemST,hillary clinton,0
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish. #SemST",hillary clinton,1
"#BernieSanders is running for president, don't the #democrats already have one really old guy running?? #SemST",hillary clinton,0
"Hillary LIES, yet people still desire her as the President of the United States. #sad #SemST",hillary clinton,0
"#WonderWoman movie, #TheMuppets TV show, #StarWarsVII, #MarriageEquaility #Obama. I guess I can leave social media now. Oh wait #SemST",hillary clinton,2
"March 8, 2016 Ohio is holding our Primaries! The date is subject to change. #Ohio #OurChampion",hillary clinton,2
"Spitting on clergy.  Burning the American flag.  Shaming American ideology.  It's Obama's America, and @HillaryClinton loves it.   #SemST",hillary clinton,0
@HillaryClinton you have my support. (Now lets see how many people unfollow me.) #2016election #SemST,hillary clinton,0
I'm #ThatChampion who got kicked off the #Watergate team due to misconduct.  #tcot,hillary clinton,2
"Either way, @HillaryClinton rises above the media chatter every time. That's one reason why I admire and respect her so much. #SemST",hillary clinton,1
@HillaryClinton condemns anti-Israel boycotts as 'counter-productive' #SemST,hillary clinton,0
@LindaSuhler and the sheeple will still vote for her #SemST,hillary clinton,0
If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue #SemST,hillary clinton,0
If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol #SemST,hillary clinton,1
My how times have changed: @MartinOMalley has focused his attacks on @BernieSanders not @HillaryClinton #SemST,hillary clinton,2
@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary #SemST,hillary clinton,0
"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC #SemST",hillary clinton,1
".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat. #SemST",hillary clinton,0
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",hillary clinton,0
@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever! #SemST,hillary clinton,0
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST,hillary clinton,0
"RT @harrisongolden: ""So Clinton-esque,"" Brit Hume said of Hillary's email controversy. ""You never quite get the whole truth.""> #SemST",hillary clinton,0
"@SoCaliMilitia1 @CzarofFreedom  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST",hillary clinton,0
#HillaryClinton has yet to release @ClintonFdn donors... Public deserves disclosure. #Scandals #lies #Clintons #SemST,hillary clinton,0
I'm proud to announce I support #HillaryClinton!!!! #SemST,hillary clinton,1
@TODAYshow Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!! #SemST,hillary clinton,0
#HillaryInNH is like Adolph Hitler in a Synagogue.   #tcot #uniteblue #ctot #SemST,hillary clinton,0
"@Temp15544 @icedecay @BrooklynJuggler @classic_mouth In this context, to all practical extents and purposes? It means #SemST",hillary clinton,2
@AC360 of course she is disappointed. Hillary only approves of lying to Americans. #WakeUpAmerica #pjnet #SemST,hillary clinton,0
@SenSanders bashes Obama job numbers.Calling it a lie. #istandwithPresidentObama #VoteBlue2016 #HillaryClinton #Democrats #SemST,hillary clinton,1
"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",hillary clinton,1
I'm a woman. Can I be President? @StopHillaryPAC #SemST,hillary clinton,0
I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife #SemST,hillary clinton,1
@Xxoax @HillaryClinton @MaryMorientes   @BarackObama The whole #world is supporting you. #SemST,hillary clinton,1
@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested. #SemST,hillary clinton,0
@JSavoly @tedcruz Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!! #SemST,hillary clinton,2
"@HillaryClinton is at the top, and has spent her whole career growing government, keeping the deck stacked. #LibertyNotHillary #SemST",hillary clinton,0
@dougshelton749 @realDonaldTrump  I'd be happy if that scandal brings her down.  There will be others...  #SemST,hillary clinton,0
@lajouetreine @KarrattiPaul I'm not a Genitalian #SemST,hillary clinton,2
"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. - #SemST",hillary clinton,2
.@politicoroger It is 2015. You and the other high minded media are not more important than then story. Have a seat. #SemST,hillary clinton,2
How can she live with herself? #Benghazi #SemST,hillary clinton,0
"#WhyImNotVotingForHillary she calls education a ""non-family enterprise"" #ImCommitted2DefeatHillary Are you? #ncpol @GOP #SemST",hillary clinton,0
"#HillaryDebateQuestion So you profess admiration for #MargaretSanger who wanted to rid the country of ""negros"". Explain please? #SemST",hillary clinton,0
@WestonMartinez @crazytas62 Cruz needs to autograph bomb #SemST,hillary clinton,2
I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? #SemST,hillary clinton,0
"I've made my decision, to the shock of no one probably, who I'm supporting  #SemST",hillary clinton,2
